attribute_set,attribute_group,frontend_label_0,attribute_code,frontend_label_1,description,frontend_input,options,note,is_global,is_filterable,is_required,default_value_text,is_unique,frontend_class,is_used_in_grid,is_searchable,search_weight,is_visible_in_advanced_search,is_filterable_in_grid,is_filterable_in_search,position,is_used_for_promo_rules,is_html_allowed_on_front,is_visible_on_front,used_in_product_listing,used_for_sort_by
Flash & Accessories,Radio & Optical Slaves,Range,range,,,Dropdown,"10, 15, 15, 18, 20, 23, 24, 26, 30, 30, 35, 37, 40, 46, 50, 50, 61, 79, 91, 98, 100, 120, 122, 150, 180, 183, 200, 219, 244, 270, 300, 305, 488, 533, 975",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Flash & Accessories,Radio & Optical Slaves,Radio Frequency,radio_frequency,,,Dropdown,"340-354 MHz, 344 MHz, 433 MHz, 902-928 MHz, 2.4 GHz, IR-No Frequency",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Flash & Accessories,Radio & Optical Slaves,Cable Type,cable_type,,,Dropdown,"Flash Sync Cord, Camera Trigger, Adapters, Extensions",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Flash & Accessories,Radio & Optical Slaves,A Side Connection,a_side_connection,,,Dropdown,"Miniphone-3.5mm, Miniphone-3.5mm Female, Sub-Miniphone-2.5mm, Hot Shoe, Household, Household 3-Pin, PC Female, PC Male, Proprietary, USB Mini B",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Flash & Accessories,Radio & Optical Slaves,Flash Connection,flash_connection,,,Dropdown,"Hot Shoe, Household, Miniphone, PC Female, PC Male, 1/4"" Phono Plug, Sub-miniphone, USB Mini B, Elinchrom, Metz 6-pin, Metz 8-pin",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Flash & Accessories,Radio & Optical Slaves,Camera Connection,camera_connection,,,Dropdown,"Canon N3 (3-pin), Canon Sub-mini, Hasselblad, iPhone/iPad, Nikon 10-pin, Nikon 2-pin, Nikon DC-1, Nikon DC-2, Nikon Screw Lock, Olympus, Panasonic, Pentax SLR/645, Sony/Minolta, Sony Multi-Terminal, Hot Shoe, PC Connection, No Camera Connection",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Flash & Accessories,Product Details,Length,length_flash,,,Dropdown,"Less Than 0.3m, 0.3m, 0.9m, 1.2m, 1.5m, 1.8m, 3.0m, 4.6m, ",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Flash & Accessories,Product Details,Accessory Type,accessory_type_flash,,,Multiple Select,"AC Adapter Plugs, Accessory Shoes, Antennas, Belt Clips, Cases & Covers, Chargers, Flash Adapters, Flash Cables, Flash Confirmation, Hot Shoe Adapters, Mounts & Brackets, Power Cables, Radio Shields, Trigger Buttons, TTL Camera Adapters, Zone Controllers",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Flash & Accessories,Product Details,Compatibility,compatibility_flash,,,Multiple Select,"Canon TTL, Fujifilm, Manual, Minolta, Olympus, Four Thirds, Leica, Panasonic, Pentax, Samsung, Sigma, Nikon TTL, Sony Manual, Sony TTL, Olympus / Panasonic",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Flash & Accessories,Flash Accessories,Modifier Type,modifier_type,,,Dropdown,"Beauty Dishes, Bounce Diffusers, Color Filters/Gels, Domes & Spheres, Grids/Honeycombs, Kits/Variety Sets, Pop-Up Flash Modifiers, Reflectors/Bounce Cards, Replacement Panels, Ring Flash, Shoot-Through Panels, Snoots, Softboxes (Rectangular), Softboxes (Round), Tele Flash Extenders, Wide Fresnels",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Flash & Accessories,Flash Accessories,Adapter Type,adapter_type_pc,,,Dropdown,"Hot Shoe to PC, Household/F f/Flash Unit, PC Sync f/Flash Unit, Sony Multi-interface - Sony/Minolta Shoe, Sony Multi-interface to PC, Sony NEX 3/5 Shoe to Std. Hot Shoe, Sony/Minolta Shoe to PC, Sony/Minolta to Multi-interface Shoe, Std. Hot Shoe to Sony/Minolta Shoe",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Flash & Accessories,Flash Accessories,Cord Type,cord_type_pc,,,Dropdown,"PC to Hot Shoe, PC to Miniphone, PC Female to Female, PC Male to Male, PC Male to Female, PC to Elinchrom, PC to Hasselblad, PC to Metz 6-pin, PC to Metz 8-pin, PC to Metz 45CT-1, Rollei PC to PC/M, Elinchrom Extensions, Sync Adapters, PC Tools",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Flash & Accessories,Flash Accessories,Top Mounting,top_mounting,,,Dropdown,"Accessory Shoe, Double Shoe, Triple Shoe, Shoe Bar, 1/4""-20 Male, 1/4""-20 Female, 5/8""-27 Male, Accessory Foot, Arca Clamp",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Flash & Accessories,Flash Accessories,Bottom Mounting,bottom_mounting,,,Dropdown,"Accessory Foot, 1/4""-20 Male, 1/4""-20 Female, 3/8""-16 Male, 3/8""-16 Female, Adhesive",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
On-Camera Lighting,Product Details,Technology,technology,,,Dropdown,"LED, Tungsten",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
On-Camera Lighting,Product Details,Voltage Type,voltage_type,,,Dropdown,"DC, AC, AC/DC",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
On-Camera Lighting,Product Details,Power Connection/Source,power_connection_source,,,Multiple Select,"Power Tap, 4-pin XLR, Cigarette Plug, AC Power Plug, USB Connector, Proprietary Cable, AA Batteries, AAA Batteries, CR2032 Batteries, Proprietary Battery Pack",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
On-Camera Lighting,Product Details,Wattage (Halogen Type),wattage_halogen_type,,,Dropdown,"3W, 10W, 20W, 25W, 35W, 50W, 70W, 75W, 100W, 105W, 150W, 235W, 250W",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
On-Camera Lighting,Product Details,Mount Type,mount_type,,,Multiple Select,"Shoe Mount, 1/4-20 Thread, 1/2"" Stud Mount, 5/8"" Stud Mount, Rod Mount, Magnetic, Dedicated",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,50,No,Yes,No,No,No
On-Camera Lighting,Product Details,Features,on_camera_features,,,Multiple Select,"Dimmable, Infrared Output, External DC Input, Color Temp-Variable Control, Curved Design, Built-in Flash, Multi Fixture Kit, Switchable Output, Multi-Interface Shoe, iPhone Compatibility, Ring Light Design, Water Resistant, Wireless Ready, (None of the Above)",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,60,No,Yes,No,No,No
On-Camera Lighting,Product Details,Power Type,power_type,,,Multiple Select,"AC Power Adapters, Battery Adapter Plates, Battery Chargers, Battery Belt, Battery Belt & Charger, Battery Pack, Battery Pack & Charger, Battery Pouch, Battery Pouch & Charger",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,70,No,Yes,No,No,No
On-Camera Lighting,Power Cables & Adapters,Power Connectivity,power_connectivity,,,Dropdown,"Power Tap (Male), 4-Pin XLR (Male), Cigarette Plug (Male), Barrel Connector (Male), Barrel Connector (Female), Proprietary Multi-Pin (Male), AC Plug",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,80,No,Yes,No,No,No
On-Camera Lighting,Power Cables & Adapters,Cable/Adapter Type,cable_adapter_type,,,Dropdown,"Cables, Adapters, Extension Cables, Power Base Modules",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,90,No,Yes,No,No,No
On-Camera Lighting,Power Cables & Adapters,Fixture Connectivity,fixture_connectivity,,,Multiple Select,"4-Pin XLR, 3-Pin Plug (Proprietary), 2-Pin Plug (Proprietary), Barrel Connector (Male), Power Base Module",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,11,No,Yes,No,No,No
On-Camera Lighting,Power Cables & Adapters,Length,length,,,Dropdown,"Less Than 0.3m, 0.3m, 0.9m, 1.2m, 1.5m, 1.8m, 3.0m, 4.6m, ",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,11,No,Yes,No,No,No
On-Camera Lighting,Mounts & Brackets,Mount/Bracket Type,mount/bracket_type,,,Multiple Select,"360 Mount, Adapter Stud, Belt Clip, Flex Arm, Hand Grip, Head Mounting Strap, L-Bracket, Light Stand Mount, Magnetic Mount, Mount Adapter, Mounting Bracket, Mounting Clamp, Shoe Mount, Shoe Mounting Bracket, Rod Mounting Bracket, Scissor Clamp, Smartphone Mount, Swivel Head Mount, Table Top Tripod, Thread Mount Adapter, Wedge Mount",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,11,No,Yes,No,No,No
On-Camera Lighting,Mounts & Brackets,Attachment Method,attachment_method,,,Dropdown,"1/4""-20 (Male), 1/4""-20 (Female), 3/8""-16 (Female), 1/2"" Stud, 1/2"" (Female), 5/8"" Stud, 5/8"" (Female), Shoe Mount (Female), Dedicated",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,21,No,Yes,No,No,No
On-Camera Lighting,Articulating Arms,Top Mount Type,top_mount_type_arms,,,Dropdown,"1/4""-20, 3/8""-16, 5/8"" Stud, 15mm Rod Stud, 15mm Rod Mount, Shoe Mount (female), Clamp Mount",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,11,No,Yes,No,No,No
On-Camera Lighting,Articulating Arms,Arm Length,arm_length,,,Dropdown,"8cm, 9cm, 10cm, 11cm, 12cm, 13cm, 14cm, 15cm, 17cm, 18cm, 19cm, 20cm, 22cm, 23cm, 24cm, 25cm, 26cm, 27cm, 28cm, 29cm, 30cm, 33cm, 36cm, 38cm, 40cm, 46cm, 48cm, 56cm, 60cm, 61cm, 64cm, 66cm, 85cm, 86cm",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,21,No,Yes,No,No,No
On-Camera Lighting,Articulating Arms,Bottom Mount Type,bottom_mount_type,,,Dropdown,"1/4""-20, 3/8""-16, 5/8"" Stud, Shoe Mount, 15mm Rod Stud, 15mm Rod Mount, 19mm Rod Mount, Nato Rail Mount, Clamp Mount, Dedicated",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,31,No,Yes,No,No,No
On-Camera Lighting,Articulating Arms,Articulating Points,articulating_points,,,Dropdown,"1, 2, 3, 4, 6, Flexible Positions",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,11,No,Yes,No,No,No
On-Camera Lighting,Articulating Arms,Configured with,configured_with,,,Multiple Select,"15mm Rod Mount, 19mm Rod Mount, Base Adapter, Clamp Mount Adapter, Flex Arm, Dual Arms, Monitor Mount Adapter, QR Mount Adapter, Light Stand Mount, Shoe Mount Adapter, Suction Mount, T-Bracket Mount Adapter, Tripod Head Adapter, Wall Mount, (None of the Above)",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,21,No,Yes,No,No,No
On-Camera Lighting,Shoe Mount Adapters,Top Mounting,top_mounting_shoe,,,Dropdown,"Accessory Shoe, Double Shoe, Triple Shoe, Shoe Bar, 1/4""-20 Male, 1/4""-20 Female, 5/8""-27 Male, Accessory Foot, Arca Clamp",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,11,No,Yes,No,No,No
On-Camera Lighting,Shoe Mount Adapters,Bottom Mounting,bottom_mounting_shoe,,,Dropdown,"Accessory Foot, 1/4""-20 Male, 1/4""-20 Female, 3/8""-16 Male, 3/8""-16 Female, Adhesive ",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,21,No,Yes,No,No,No
Monolights & Strobes,Product Details,Total Watt Seconds,total_watt_seconds,,,Dropdown,"100ws, 110ws, 120ws, 150ws, 160ws, 180ws, 200ws, 240ws, 250ws, 300ws, 320ws, 330ws, 360ws, 365ws, 400ws, 420ws, 450ws, 460ws, 480ws, 500ws, 600ws, 640ws, 650ws, 660ws, 720ws, 760ws, 800ws, 900ws, 950ws, 960ws, 1000ws, 1200ws, 1300ws, 1320ws, 1400ws, 1500ws, 1600ws, 1960ws, 2000wc, 2400ws, 3200ws, 1800ws",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Monolights & Strobes,Product Details,Number of Heads,number_of_heads,,,Dropdown,"1 Head, 2 Heads, 3 Heads, 4 Heads",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Monolights & Strobes,Product Details,Kit Style,kit_style,,,Dropdown,"Base, Free Accessories, With Power Pack, Premium Bundle, Pro Bundle, Softbox Kit, Travel Kit, Umbrella Kit, Studio Kit, Barndoor Kit",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Monolights & Strobes,Product Details,Power Pack Type,power_pack_type_stobes,,,Dropdown,"AC Power, DC Power, AC/DC Power",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Monolights & Strobes,Product Details,Cooling Type,cooling_type,,,Dropdown,"With Fan, Without Fan",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,50,No,Yes,No,No,No
Light Modifiers & Reflectors,Product Details,Size,size_softbox,,,Dropdown,"15x20cm, 15x28cm, 15x30cm, 15x124cm, 20x28cm, 20x30cm, 20x43cm, 20x58cm, 22x22cm, 23x23cm, 23x30cm, 23x35cm, 23x38cm, 23x89cm, 23x91cm, 25x25cm, 25x43cm, 25x61cm, 25x91cm, 25x150cm, 28x35cm, 30x30cm, 30x41cm, 30x60cm, 30x91cm, 30x120cm, 30x122cm, 30x127cm, 30x140cm, 30x142cm, 30x150cm, 30x160cm, 30x180cm, 30x183cm, 30x200cm, 33x35cm, 33x56cm, 33x175cm, 34x34cm, 35x60cm, 35x89cm, 35x140cm, 35x160cm, 37x37cm, 38x38cm, 38x40cm, 38x46cm, 38x58cm, 38x76cm, 38x96cm, 38x102cm, 40x31cm, 40x40cm, 40x56cm, 40x58cm, 40x60cm, 40x66cm, 40x69cm, 40x75cm, 40x76cm, 40x90cm, 40x100cm, 40x122cm, 40x135cm, 40x140cm, 40x180cm, 43x43cm, 43x46cm, 43x53cm, 43x89cm, 43x117cm, 46x46cm, 46x109cm, 46x137cm, 50x50cm, 50x69cm, 50x119cm, 50x130cm, 50x135cm, 53x53cm, 53x213cm, 56x43cm, 56x56cm, 56x76cm, 56x81cm, 56x109cm, 58x58cm, 58x76cm, 58x78cm, 58x154cm, 60x60cm, 60x80cm, 60x81cm, 60x86cm, 60x90cm, 60x91cm, 60x100cm, 60x120cm, 60x122cm, 60x198cm, 66x66cm, 69x69cm, 69x94cm, 70x100cm, 71x71cm, 71x89cm, 71x91cm, 71x190cm, 75x175cm, 76x76cm, 76x96cm, 76x102cm, 80x80cm, 80x120cm, 81x81cm, 81x100cm, 81x102cm, 81x120cm, 81x122cm, 85x85cm, 90x90cm, 90x117cm, 90x109cm, 91x91cm, 91x120cm, 91x122cm, 93x132cm, 96x96cm, 96x132cm, 96x140cm, 100x100cm, 102x102cm, 102x140cm, 102x142cm, 119x119cm, 120x160cm, 120x180cm, 122x122cm, 122x183cm, 124x183cm, 127x127cm, 135x178cm, 137x183cm, 137x190cm, 142x200cm, 145x145cm, 152x152cm, 182x182cm, 38x38x38cm, 53x53x53cm, 78x78x78cm, 46cm, 48cm, 50cm, 53cm, 56cm, 58cm, 60cm, 63cm, 66cm, 69cm, 70cm, 71cm, 76cm, 78cm, 80cm, 81cm, 84cm, 89cm, 91cm, 94cm, 99cm, 102cm, 104cm, 109cm, 114cm, 119cm, 122cm, 135cm, 140cm, 142cm, 150cm, 152cm, 168cm, 175cm, 180cm, 183cm, 188cm, 190cm, 198cm, 200cm, 203cm, 213cm, 231cm",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Light Modifiers & Reflectors,Product Details,Interior Colour,interior_colour,,,Dropdown,"Gold, Silver, White",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Light Modifiers & Reflectors,Product Details,Maximum Wattage,maximum_wattage_softbox,,,Dropdown,"250W, 300W, 400W, 500W, 575W, 650W, 750W, 1000W, 1200W, 1250W, 1500W, 2000W, 2500W, 2600W, 3000W, 3200W, 3900W, 4000W, 6000W, 12000W, 24000W, Fluorescent Only, Heat Resistant, Shoe Mount Flash, Strobes or LEDs Only",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Light Modifiers & Reflectors,Product Details,Umbrella Type,umbrella_type,,,Dropdown,"Parabolic, Regular, Softbox Umbrella",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,11,No,Yes,No,No,No
Light Modifiers & Reflectors,Product Details,Umbrella Size,umbrella_size,,,Dropdown,"90cm, 80cm, 100cm, 85cm, 150cm, 110cm, 105cm, 115cm, 165cm, 215cm",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,21,No,Yes,No,No,No
Light Modifiers & Reflectors,Product Details,Shaft Diameter,shaft_diameter,,,Dropdown,"7 mm, 8 mm, 9 mm, 12 mm, Proprietary Mount",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,31,No,Yes,No,No,No
Light Modifiers & Reflectors,Product Details,Interior/Exterior,interior_exterior_colour,,,Dropdown,"Gold w/Black, Silver, Silver w/Black, Silver/Gold Reversible, Translucent w/Silver/Black, White, White w/Black, White w/Black-Removable, White w/Silver/Black, White/Translucent, All in one",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Light Modifiers & Reflectors,Product Details,Number Umbrella Segments,number_umbrella_segments,,,Dropdown,"8, 10, 12, 16, 20, 24",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Light Modifiers & Reflectors,Product Details,Fits Light Type,fits_light_type_reflector,,,Dropdown,"Fluorescent, HMI, LED, Monolight Strobe, Plasma, Portable Strobe, Power Pack Strobe, Shoe Mount Flash, Tungsten & Theater",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Light Modifiers & Reflectors,Product Details,Mount Type,mount_type_reflector,,,Dropdown,"Bowens S Mount, Elinchrom, Elinchrom Quadra, Shoe Mount/Speedlights, Speed Ring Required, Proprietary Mounts",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Light Modifiers & Reflectors,Product Details,Reflector Type,reflector_type,,,Dropdown,"Background Reflectors, Beauty Dishes, Beauty Dishes-Folding, Black Reflectors, Intensifiers, Light Pipes, Narrow Angle Reflectors, Open Face Reflectors, Parabolic Reflectors, Ring Flash Reflectors, Standard/General Purpose, Umbrella Reflectors, Wide Angle Reflectors ",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Light Modifiers & Reflectors,Product Details,Reflector Size,reflector_size,,,Dropdown,"5"", 6"", 7"", 8"", 9"", 10"", 11"", 12"", 13"", 14"", 15"", 16"", 18"", 20"", 22"", 24"", 28"" , 32"", 33"", 34"", 40"", 48"", 56"", 8x14"", 18x18"", 29x29"", Proprietary",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,35,No,Yes,No,No,No
Light Modifiers & Reflectors,Product Details,Barndoor Type,barndoor_type,,,Dropdown,"2 Leaf, 4 Leaf, 6 Leaf, 8 Leaf, 10 Leaf, 12 Leaf, Shutter, Skirt",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Light Modifiers & Reflectors,Product Details,Number of Snoots,number_of_snoots,,,Dropdown,"1, 2, 3, 4",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Light Modifiers & Reflectors,Product Details,Grid Type,grid_type,,,Dropdown,"Egg Crates/Louvers, Honeycombs",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Light Modifiers & Reflectors,Product Details,Number of Grids,number_of_grids,,,Dropdown,"1, 2, 3, 4",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Studio Equipment,Product Details,Support Type,support_type_equipment,,,Dropdown,"Autopole Systems, Ceiling Mounts & Brackets, Collapsible Background Stands, Free Standing, Wall Mounts & Brackets",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Studio Equipment,Product Details,Colour,colour_studio,,,Dropdown,"Black, Silver",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Studio Equipment,Product Details,Support Width,support_width,,,Dropdown,"1.5m, 2m, 2.4m, 2.7m, 3.0m, 3.2m, 3.7m, 3.8m, 4m, 6m",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Studio Equipment,Product Details,Load Capacity,load_capacity,,,Dropdown,,1-50kg,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Studio Equipment,Product Details,Size,size_studio,,,Dropdown,,,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,50,No,Yes,No,No,No
Studio Equipment,Product Details,Stand Type,stand_type,,,Dropdown,"Air Cushioned, Backlight, C-Stand, Free Sliding, Geared Stands, Spring Cushioned, Wheeled",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,60,No,Yes,No,No,No
Studio Equipment,Product Details,Minimum Height,minimum_height,,,Dropdown,,,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,70,No,Yes,No,No,No
Studio Equipment,Product Details,Maximum Height,maximum_height,,,Dropdown,,,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,80,No,Yes,No,No,No
Studio Equipment,Product Details,Closed Length,closed_length,,,Dropdown,,,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,90,No,Yes,No,No,No
Studio Equipment,Product Details,Top Mounting,top_mounting_equipment,,,Dropdown,,,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Studio Equipment,Product Details,Stand Weight,stand_weight,,,Dropdown,,,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Studio Equipment,Product Details,Bracket Type,bracket_type,,,Dropdown,"Flash Brackets, Flash Mount Adapters, Grip Handles, Head Adapters, Shoe Adapters, Stand Adapters, Swivel/Shoe Brackets, Swivel/Umbrella Brackets, Sync Adapters, Umbrella Mounts",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Studio Equipment,Product Details,Features,features_studio,,,Dropdown,,,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Drones,Product Details,Configuration,configuration_drones,,,Dropdown,"Drone Only, Drone with camera",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Drones,Product Details,Skill Level,skill_level,,,Multiple Select,"Beginner, Intermediate, Pro",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Drones,Product Details,Drone Type,drone_type,,,Dropdown,"Airplanes, Hexacopters, Hydrofoil Drone, Octocopters, Quadcopters, Rolling Drones, Underwater",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Drones,Product Details,Gimbal Type,gimbal_type,,,Dropdown,"Flight Camera, Go Pro Gimbal, No Camera Mount, No Gimbal, Zenmuse, 1-Axis Gimbal, 3-Axis Gimbal, 2-Axis Gimbal, 6-Axis Gimbal",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Drones,Product Details,Camera Included,camera_included,,,Dropdown,"Built-in Camera, CGO3 4K Gimbal Camera, Flight Camera, FPV Flight Camera, No Camera, Zenmuse X5S Camera, 4K Flight Camera, 4K Gimbal Camera",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Drones,Product Details,Camera Still Resolution,camera_still_resolution,,,Dropdown,"0.3 MP, 0.9 MP, 1.3 MP, 2 MP, 12 MP, 13 MP, 16 MP, 21 MP, Video Only, None",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Drones,Product Details,Camera Video Resolution,camera_video_resolution,,,Dropdown,"None, 480 Standard Definition, 720p, 1080p, 4K, 5.2K","Use for Drone Product Finder (Question 3). If 4K or higher, counts as having 4K.",Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,50,No,Yes,No,No,No
Drones,Product Details,Flight time (up To),flight_time_up_to,,,Dropdown,"5 min., 6 min., 7 min., 8 min., 9 min., 10 min., 21 min., 25 min., 27 min., 30 min.",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,60,No,Yes,No,No,No
Drones,Product Details,Colour,colour_drone,,,Dropdown,"Black, Black/Gren, Black/Red, Black/White, Gray, Red, White, Black/Yellow, Yellow, White/Red",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,70,No,Yes,No,No,No
Drones,Product Details,Lens Option,lens_option,,,Dropdown,"No Lens, With Lens",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Drones,Product Details,Lens Included,lens_included,,,Dropdown,"Without Lens, 9mm, 13mm, 15mm, 19mm, 2.8mm, 25mm, 7.5mm, 8.8mm",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Drones,Product Details,Accessory Type,accessory_type,,,Multiple Select,"Battery, Battery Charger, Replacement Parts, Filter, Lighting, Body Shell & Frames, Filter Set, Landing Gear, Onboard Cables, Propeller & Guards",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Drones,Product Details,Depth,depth_rov,,,Dropdown,"3m, 10m, 20m, 25m, 30m, 35m,",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Drones,Product Details,Includes Remote,includes_remote,,,Yes/No,,Use for Drone Product Finder (question 3),Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
Drones,Product Details,Includes Extra Batteries,Includes_extra_batteries,,,Yes/No,,"Use for Drone Product Finder (question 3). Any DJI Fly More Combo product would be a ""yes"" answer here",Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,40,No,Yes,No,No,No
Stabilizers,Product Details,Configured for,configured_for,,,Multiple Select,"Blackmagic Design, Canon DSLR, Medium Camcorder, DSLR, Mirrorless Cameras, Sony DSLR, Panasonic GH3 and GH4, Panasonic GH5, Sony Mirrorless, Small Camcorder",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,10,No,Yes,No,No,No
Stabilizers,Product Details,Gimbal Design,gimbal_design,,,Dropdown,"Handheld, Drone Mounted",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,20,No,Yes,No,No,No
Stabilizers,Product Details,Number of Axes,number_of_axes,,,Dropdown,"1-Axis Gimbal, 3-Axis Gimbal, 2-Axis Gimbal, 6-Axis Gimbal",,Global,No,No,,No,None,Yes,Yes,,Yes,Yes,No,30,No,Yes,No,No,No
